,num_expediente,fecha,hora,localizacion,numero,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga
275,2020S007770,04/06/2020,16:15:00,CALL. ARTURO SORIA / CALL. CARLOTA O'NEILL,73,CIUDAD LINEAL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7.0,"445112,88","4477393,13",N,
276,2020S007782,04/06/2020,20:25:00,AVDA. LUIS ARAGONES / CALL. SAN HILARIO,4,SAN BLAS-CANILLEJAS,Caída,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,5.0,"448995,3","4476323,45",N,
277,2020S007784,01/06/2020,21:10:00,"AVDA. LOGROÑO, 16",16,HORTALEZA,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,2.0,"448731,94","4478166,13",N,
278,2020S007785,04/06/2020,20:33:00,"GTA. S.A.R. DON JUAN DE BORBON Y BATTEMBERG, 5",5,BARAJAS,Colisión lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,2.0,"447867,78","4478996,97",N,
279,2020S007812,02/06/2020,21:50:00,"CALL. MANUEL POMBO ANGULO, 8",8,HORTALEZA,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7.0,"444365,83","4484124,48",N,
280,2020S007846,06/06/2020,3:30:00,GTA. LOPEZ DE HOYOS / CALL. FRANCISCO SILVELA,1,CHAMARTÍN,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,1.0,"442229,49","4476854,23",N,
281,2020S007862,05/06/2020,22:00:00,PASEO. EMBARCADERO / PASEO. AZUL,1,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,14.0,"438498,11","4474461,12",N,
282,2020S007862,05/06/2020,22:00:00,PASEO. EMBARCADERO / PASEO. AZUL,1,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,2.0,"438498,11","4474461,12",N,
283,2020S007878,06/06/2020,21:20:00,"CALL. PEDRO BOSCH, 0",0,ARGANZUELA,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,2.0,"442568,63","4472244,74",N,
284,2020S007883,06/06/2020,22:05:00,"CALL. ALCALA, 420",420,SAN BLAS-CANILLEJAS,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7.0,"445942,22","4476558,23",N,
285,2020S007897,06/06/2020,23:45:00,CALL. ARTURO SORIA / CALL. ANGELITA CAVERO,106,CIUDAD LINEAL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,,"445046,75","4477495,99",N,
286,2020S007898,06/06/2020,21:20:00,CALL. ESTEBAN CARROS / AVDA. JOAQUIN GARRIGUES WALKER,48,PUENTE DE VALLECAS,Caída,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,2.0,"443996,59","4469057,56",N,
287,2020S007900,07/06/2020,7:50:00,AVDA. REAL DE PINTO / CALL. LAGUNA DALGA,167,VILLAVERDE,Colisión lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7.0,"439192,6","4464546,2",N,
288,2020S007903,07/06/2020,11:05:00,PLAZA. CASTILLA / CALL. BRAVO MURILLO,3,TETUÁN,Colisión lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,,"441454,68","4479725,55",N,
289,2020S007934,07/06/2020,22:42:00,"CALL. SANTA ENGRACIA, 54",54,CHAMBERÍ,Alcance,Nublado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Mujer,1.0,"440773,41","4476202,85",N,
290,2020S007946,08/06/2020,12:00:00,AVDA. ALBUFERA / CALL. SIERRA FALADORA,144,PUENTE DE VALLECAS,Alcance,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,3.0,"444658,98","4471384,44",N,
291,2020S007960,07/06/2020,14:35:00,"CALL. NUESTRA SEÑORA DE VALVERDE, 227",227,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,1.0,"441931,62","4484330,46",N,
292,2020S007964,07/06/2020,19:40:00,"CALL. CHIMICHAGUA, 2",2,HORTALEZA,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,7.0,"446178,95","4480519,89",N,
293,2020S007964,07/06/2020,19:40:00,"CALL. CHIMICHAGUA, 2",2,HORTALEZA,Choque contra obstáculo fijo,Despejado,Bicicleta,Peatón,Más de 74 años,Mujer,7.0,"446178,95","4480519,89",N,
294,2020S007987,07/06/2020,2:15:00,"PLAZA. ESPAÑA, 7",7,CENTRO,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 15 a 17 años,Hombre,7.0,"439584,93","4474888,95",N,
295,2020S008016,09/06/2020,19:20:00,"PLAZA. ESPAÑA, 20 FRENTE AL 5",20,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 55 a 59 años,Hombre,1.0,"439634,27","4475034,43",N,
296,2020S008017,09/06/2020,20:15:00,"CALL. VALDERREBOLLO, 5",5,VILLA DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,3.0,"446727,51","4469317,57",N,
297,2020S008018,09/06/2020,20:10:00,CALL. NARVAEZ / CALL. O'DONNELL,28,RETIRO,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Mujer,7.0,"442633,83","4474723,35",N,
298,2020S008037,10/06/2020,9:40:00,PASEO. EDUARDO DATO / CALL. ZURBANO,21,CHAMBERÍ,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7.0,"441273,1","4476055,06",N,
299,2020S008038,10/06/2020,11:20:00,"AVDA. ARCENTALES, 2 JUNTO A ESCALERA DE METRO",2,SAN BLAS-CANILLEJAS,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,2.0,446822,"4475148,08",N,
300,2020S008039,10/06/2020,10:40:00,"CALL. RAIMUNDO FERNANDEZ VILLAVERDE, 26",26,CHAMBERÍ,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Mujer,5.0,"440635,76","4477517,48",N,
301,2020S008055,09/06/2020,19:40:00,"AVDA. POBLADOS, 130",130,USERA,Colisión frontal,,Bicicleta,Conductor,De 40 a 44 años,Hombre,,"439351,79","4469478,08",N,
302,2020S008079,11/06/2020,3:10:00,PLAZA. SAN JUAN DE LA CRUZ / PASEO. CASTELLANA,1,CHAMBERÍ,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,,"441226,84","4476930,24",N,
303,2020S008089,09/06/2020,7:05:00,"PASEO. PINOS, 0",0,ARGANZUELA,Caída,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,1.0,"439428,49","4472428,37",N,
304,2020S008091,10/06/2020,10:15:00,"PASEO. YESERIAS, 9",9,ARGANZUELA,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,7.0,"439581,36","4472429,13",N,
305,2020S008119,11/06/2020,13:30:00,"CALL. VERSALLES, 31",31,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,14.0,"447552,76","4474128,01",N,
306,2020S008119,11/06/2020,13:30:00,"CALL. VERSALLES, 31",31,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 70 a 74 años,Hombre,2.0,"447552,76","4474128,01",N,
307,2020S008137,12/06/2020,9:15:00,CALL. MACHAQUITO / AVDA. MADROÑOS,2,HORTALEZA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Mujer,1.0,"446644,14","4478540,09",N,
308,2020S008143,11/06/2020,20:15:00,"AUTOV. M-607, +01380S",+01380S,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,1.0,"441775,42","4486086,44",N,
309,2020S008152,12/06/2020,19:15:00,"CMNO. PRINCIPE, 2",2,MONCLOA-ARAVACA,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 50 a 54 años,Mujer,3.0,"437584,53","4474797,67",N,
310,2020S008182,13/06/2020,11:15:00,CALL. SERRANO / CALL. DIEGO DE LEON,108,SALAMANCA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,6.0,"441786,98","4476252,44",N,
311,2020S008184,10/06/2020,12:45:00,"CALL. MARIA DE LAS MERCEDES DE BORBON, 110",110,HORTALEZA,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Mujer,1.0,"448053,83","4482655,71",N,
312,2020S008186,13/06/2020,14:30:00,"PASEO. INFANTA ISABEL, 2",2,RETIRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,2.0,"441625,88","4473121,18",N,
313,2020S008199,13/06/2020,14:45:00,CALL. GOYA / CALL. SERRANO,15,SALAMANCA,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 55 a 59 años,Hombre,6.0,"441685,51","4475213,85",N,
314,2020S008212,13/06/2020,19:40:00,PASEO. CASTELLANA / AVDA. GENERAL PERON,97,TETUÁN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7.0,"441374,41","4478216,7",N,
315,2020S008230,14/06/2020,7:45:00,CALL. CASTILLO DE AREVALO / AVDA. INSTITUCION LIBRE DE ENSEÑANZA,1,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7.0,"446532,34","4475457,84",N,
316,2020S008231,13/06/2020,11:45:00,"AVDA. GRAN VIA DEL ESTE, 9E",9E,VICÁLVARO,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2.0,"449278,77","4472435,8",N,
317,2020S008235,13/06/2020,19:00:00,AVDA. REINA VICTORIA / AVDA. PABLO IGLESIAS,34,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 10 a 14 años,Mujer,7.0,"439766,61","4477624,74",N,
318,2020S008250,14/06/2020,16:40:00,"CMNO. HUMERA, CASA CAMPO",0,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,6.0,"433914,91","4473749,56",N,
319,2020S008257,14/06/2020,20:10:00,CRA. SAN FRANCISCO / CALL. SAN ISIDRO LABRADOR,6,CENTRO,Alcance,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,7.0,"439534,68","4473629,6",N,
320,2020S008269,12/06/2020,13:40:00,AVDA. LOGROÑO / AUTOV. M-40,20,HORTALEZA,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,1.0,"448726,67","4478189,61",N,
321,2020S008280,14/06/2020,21:30:00,"CALL. BRAVO MURILLO, 95",95,CHAMBERÍ,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,,"440285,02","4477507,85",N,
322,2020S008296,13/06/2020,18:15:00,CALL. NAVALPERAL / AVDA. MIRAFLORES,1,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,,"438193,81","4479114,09",N,
323,2020S008305,15/06/2020,19:45:00,AVDA. LUIS ARAGONES / CALL. SAN HILARIO,20,SAN BLAS-CANILLEJAS,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,6.0,"448922,93","4476934,71",N,
324,2020S008309,15/06/2020,21:06:00,"CTRA. ZOO, 3",3,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,1.0,"435419,87","4473462,6",N,
325,2020S008329,16/06/2020,6:50:00,CALL. VELAZQUEZ / CALL. LOPEZ DE HOYOS,134,CHAMARTÍN,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,1.0,"442103,93","4476673,79",N,
326,2020S008333,16/06/2020,1:25:00,"CALL. MATEO INURRIA, 26",26,CHAMARTÍN,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,6.0,"442091,12","4479839,27",N,
327,2020S008360,16/06/2020,20:20:00,CALL. MARIA DE LAS MERCEDES DE BORBON / CALL. JOSEFINA ALDECOA,120,HORTALEZA,Atropello a persona,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2.0,"447997,24","4482677,41",N,
328,2020S008360,16/06/2020,20:20:00,CALL. MARIA DE LAS MERCEDES DE BORBON / CALL. JOSEFINA ALDECOA,120,HORTALEZA,Atropello a persona,Despejado,Bicicleta,Peatón,De 6  a  9 años,Hombre,14.0,"447997,24","4482677,41",N,
329,2020S008367,16/06/2020,22:00:00,CALL. RAMON POWER / CALL. HAENDEL,25,HORTALEZA,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,2.0,"447036,73","4479363,27",N,
330,2020S008367,16/06/2020,22:00:00,CALL. RAMON POWER / CALL. HAENDEL,25,HORTALEZA,Caída,Despejado,Bicicleta,Peatón,De 30 a 34 años,Hombre,14.0,"447036,73","4479363,27",N,
331,2020S008403,17/06/2020,19:30:00,CALL. LOPE DE HARO / CALL. JUAN DEL RISCO,10,TETUÁN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,14.0,"440435,78","4478756,22",N,
332,2020S008419,18/06/2020,8:30:00,CALL. MAYOR / CALL. SAN NICOLAS,84,CENTRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,3.0,"439564,83","4474096,2",N,
333,2020S008435,17/06/2020,21:28:00,"CALL. GENERAL LOPEZ POZAS, 18",18,CHAMARTÍN,Atropello a persona,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,14.0,"441892,38","4479643,08",N,
334,2020S008435,17/06/2020,21:28:00,"CALL. GENERAL LOPEZ POZAS, 18",18,CHAMARTÍN,Atropello a persona,Despejado,Bicicleta,Peatón,De 10 a 14 años,Mujer,7.0,"441892,38","4479643,08",N,
335,2020S008440,18/06/2020,18:40:00,CALL. FUENTE CARRANTONA / AUTOV. M-23,61,MORATALAZ,Caída,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,1.0,"446635,16","4473699,65",N,
336,2020S008457,18/06/2020,12:10:00,"CALL. ARROYO DEL MONTE, 111",111,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,6.0,"438574,58","4482581,15",N,
337,2020S008480,12/06/2020,15:20:00,"CALL. ESTAFETA, 5",5,USERA,Colisión frontal,Despejado,Bicicleta,Conductor,De 40 a 44 años,Mujer,7.0,"441229,09","4469488,83",N,
338,2020S008482,18/06/2020,15:44:00,"GTA. ENCINA DEL TRILLO, 0",0,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,5.0,"436092,27","4474168,34",N,
339,2020S008486,18/06/2020,21:00:00,"CMNO. CERRO DEL AGUILA, 1",1,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,5.0,"435408,53","4478196,28",N,
340,2020S008490,18/06/2020,21:32:00,"CTRA. GARABITAS, 0",0,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,5.0,"435535,34","4476086,68",N,
341,2020S008493,19/06/2020,14:45:00,CALL. PRINCIPE DE VERGARA / CALL. AYALA,36,SALAMANCA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,6.0,"442332,68","4475344,34",N,
342,2020S008497,19/06/2020,19:29:00,"CALL. BRAVO MURILLO, 126",126,TETUÁN,Alcance,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,,"440354,3","4477895,48",N,
343,2020S008502,19/06/2020,19:30:00,AVDA. INSTITUCION LIBRE DE ENSEÑANZA / CALL. CASTILLO DE UCLES,69,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,14.0,"446514,08","4475458,01",N,
344,2020S008524,20/06/2020,9:45:00,CALL. BARQUILLO / CALL. AUGUSTO FIGUEROA,17,CENTRO,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 55 a 59 años,Hombre,,"440976,34","4474797,76",N,
345,2020S008526,20/06/2020,2:40:00,AVDA. PLANETARIO / AVDA. PLANETARIO,36,ARGANZUELA,Caída,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,1.0,"441475,62","4470983,27",N,
346,2020S008531,20/06/2020,15:15:00,"AVDA. ANGEL SANZ BRIZ, 0",0,LATINA,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2.0,"436834,12","4472318,94",N,
347,2020S008540,20/06/2020,18:50:00,AVDA. INSTITUCION LIBRE DE ENSEÑANZA / CALL. VILLAESCUSA,184,CIUDAD LINEAL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Mujer,7.0,"446890,94","4474610,85",N,
348,2020S008547,20/06/2020,22:20:00,AVDA. GRAN VIA DE VILLAVERDE / CALL. LEONOR GONGORA,20,VILLAVERDE,Caída,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,7.0,"440244,71","4465862,51",N,
349,2020S008563,21/06/2020,1:20:00,"CALL. SANTA ENGRACIA, 105",105,CHAMBERÍ,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,7.0,"440637,12","4476521,16",N,
350,2020S008563,21/06/2020,1:20:00,"CALL. SANTA ENGRACIA, 105",105,CHAMBERÍ,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Peatón,De 25 a 29 años,Hombre,14.0,"440637,12","4476521,16",N,
351,2020S008575,21/06/2020,5:05:00,PASEO. YESERIAS / PASEO. YESERIAS,33,ARGANZUELA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,14.0,"439891,68","4472222,31",N,
352,2020S008582,21/06/2020,10:30:00,"CALL. ALCALDE GARRIDO JUARISTI, 17",17,MORATALAZ,Caída,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,7.0,"444349,1","4473952,45",N,
353,2020S008609,19/06/2020,12:30:00,"AVDA. COMPLUTENSE, 11",11,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,2.0,"438161,65","4478482,09",N,
354,2020S008610,21/06/2020,9:10:00,"PISTA. CRISTO DE EL PARDO, 1",1,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,6.0,"433893,67","4485827,15",N,
355,2020S008630,19/06/2020,20:45:00,CALL. SANTUARIO / CALL. PIEDRABUENA,1,USERA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,6.0,"440600,07","4470669,88",N,
356,2020S008645,21/06/2020,19:55:00,"AUTOV. M-607, +01600E",+01600E,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Conductor,De 70 a 74 años,Hombre,6.0,"440721,53","4487960,3",N,
357,2020S008652,20/06/2020,3:50:00,AVDA. AVIACION / CALL. ALDEANUEVA DE LA VERA,55,LATINA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,7.0,"434071,84","4469674,49",N,
358,2020S008656,22/06/2020,20:45:00,PLAZA. INDEPENDENCIA / CALL. ALCALA,10,RETIRO,Alcance,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7.0,"441511,39","4474549,01",N,
359,2020S008663,19/06/2020,11:05:00,"LUGAR. VENTA DEL BATAN, 0",0,MONCLOA-ARAVACA,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,1.0,"435998,94","4473592,08",N,
360,2020S008667,22/06/2020,10:27:00,CALL. RIBERA DE CURTIDORES / CALL. CIGARRERAS,43,ARGANZUELA,Caída,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,7.0,440037,"4472950,72",N,
361,2020S008692,22/06/2020,20:10:00,"CTRA. RODAJOS, 2",2,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2.0,"433929,98","4473734,87",N,
362,2020S008701,23/06/2020,17:00:00,PASEO. CASTELLANA / PLAZA. SAN JUAN DE LA CRUZ,61,CHAMBERÍ,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7.0,"441314,91","4476815,55",N,
363,2020S008713,23/06/2020,14:36:00,"CALL. VALLEHERMOSO, 20",20,CHAMBERÍ,Alcance,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,6.0,"439886,51","4475939,99",N,
364,2020S008729,23/06/2020,9:55:00,CALL. SEPULVEDA / CALL. GOTARRENDURA,3,LATINA,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2.0,"438386,22","4473231,11",N,
365,2020S008751,24/06/2020,14:30:00,"CALL. MANUEL MARIA IGLESIAS, 4",4,CIUDAD LINEAL,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,1.0,"444508,71","4478031,85",N,
366,2020S008752,24/06/2020,15:20:00,"PLAZA. CANOVAS DEL CASTILLO, 2",2,RETIRO,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,6.0,"441191,8","4474104,7",N,
367,2020S008755,23/06/2020,22:15:00,"CALL. SAN GERMAN, 40",40,TETUÁN,Caída,Nublado,Bicicleta,Conductor,De 21 a 24 años,Hombre,,"440889,32","4478675,73",N,
368,2020S008786,24/06/2020,12:50:00,"AVDA. VENTISQUERO DE LA CONDESA, 48",48,FUENCARRAL-EL PARDO,Caída,Lluvia débil,Bicicleta,Conductor,De 65 a 69 años,Hombre,6.0,"439130,5","4482945,58",N,
369,2020S008811,24/06/2020,7:20:00,CTRA. CARABANCHEL A ARAVACA / CALL. CAYETANO RODRIGUEZ,4,LATINA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7.0,"434497,54","4471801,44",N,
370,2020S008820,25/06/2020,17:00:00,"AVDA. ARCENTALES, 28",28,SAN BLAS-CANILLEJAS,Caída,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,7.0,"448293,9","4476167,66",N,
371,2020S008829,25/06/2020,20:35:00,AVDA. CANILLEJAS A VICALVARO / AUTOV. M-40,167,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7.0,"448165,99","4474598,29",N,
372,2020S008841,26/06/2020,2:01:00,PASEO. GENERAL MARTINEZ CAMPOS / CALL. FORTUNY,48,CHAMBERÍ,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,7.0,"441477,15","4476275,35",N,
373,2020S008849,25/06/2020,12:10:00,"CALL. ANASTASIA LOPEZ, 17",17,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,7.0,"441444,94","4482957,84",N,
374,2020S008849,25/06/2020,12:10:00,"CALL. ANASTASIA LOPEZ, 17",17,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Peatón,De 35 a 39 años,Mujer,14.0,"441444,94","4482957,84",N,
375,2020S008858,26/06/2020,9:05:00,CALL. REAL DE ARGANDA / CALL. PEÑARANDA DE BRACAMONTE,78,VILLA DE VALLECAS,Colisión lateral,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,7.0,"448892,86","4469606,79",N,
376,2020S008876,25/06/2020,22:00:00,"PASEO. CASTELLANA, 97",97,TETUÁN,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 45 a 49 años,Hombre,,"441374,41","4478216,7",N,
377,2020S008898,26/06/2020,22:00:00,"PASEO. CASTELLANA, 1",1,CHAMBERÍ,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7.0,"441405,33","4475262,18",N,
378,2020S008933,27/06/2020,23:00:00,"CALL. EMBAJADORES, 324",324,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,2.0,"442044,37","4469474,21",N,
379,2020S008941,20/06/2020,9:15:00,CARRETERA CIUDAD UNIVERSITARIA,0,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,6.0,"435375,09","4477840,79",N,
380,2020S008945,21/06/2020,11:00:00,PASEO DEL EMBARCADERO,0,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,6.0,"435375,09","4477840,79",N,
381,2020S008948,21/06/2020,12:00:00,CARRETERA DEL ZARZON-AVENIDA EUROPA,0,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,6.0,"435375,09","4477840,79",N,
382,2020S008950,28/06/2020,7:35:00,CALL. ARTURO SORIA / CALL. CARLOTA O'NEILL,75,CIUDAD LINEAL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7.0,"445081,26","4477414,82",N,
383,2020S008965,27/06/2020,14:00:00,"CALL. PARROCO EUSEBIO CUENCA, 62",62,ARGANZUELA,Caída,Despejado,Bicicleta,Conductor,De 10 a 14 años,Mujer,7.0,"441609,7","4471710,89",N,
384,2020S008969,27/06/2020,14:10:00,CALL. BRUJAS / CALL. HACIENDA DE PAVONES,34,MORATALAZ,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Mujer,7.0,"446675,36","4472260,42",N,
385,2020S009015,27/06/2020,9:40:00,"AVDA. POBLADOS, 22",22,LATINA,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,,"434864,75","4471313,64",N,
386,2020S009032,29/06/2020,16:48:00,CALL. CALLEJO / TRVA. PALOMERAS,6,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,1.0,"443065,05","4471213,96",N,
387,2020S009040,22/06/2020,20:15:00,"CALL. NEVADO DEL CUMBAL, 1",1,HORTALEZA,Caída,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,2.0,"446475,7","4480006,08",N,
388,2020S009043,29/06/2020,20:20:00,CALL. CABEZA MESADA / CALL. TINEO,11B,VILLA DE VALLECAS,Atropello a persona,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,14.0,"446687,38","4469683,64",N,
389,2020S009043,29/06/2020,20:20:00,CALL. CABEZA MESADA / CALL. TINEO,11B,VILLA DE VALLECAS,Atropello a persona,Despejado,Bicicleta,Peatón,De 45 a 49 años,Mujer,2.0,"446687,38","4469683,64",N,
390,2020S009047,29/06/2020,20:45:00,GTA. GENERAL ALVAREZ DE CASTRO / CALL. GENERAL ALVAREZ DE CASTRO,3,CHAMBERÍ,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 18 a 20 años,Hombre,,"440425,46","4476525,07",N,
391,2020S009071,27/06/2020,21:30:00,PASEO. RECOLETOS / CALL. RECOLETOS,14,SALAMANCA,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,1.0,"441374,93","4474883,45",N,
